month,make,importer_type,fuel_type,vehicle_type,number
2023-04,MAZDA,AMD,Petrol,Sports Utility Vehicle,23
2023-04,MAZDA,AMD,Petrol-Electric,Sports Utility Vehicle,
2023-04,MAZDA,AMD,Electric,Sports Utility Vehicle,
2023-04,MAZDA,PI,Petrol,Sports Utility Vehicle,
2023-04,MCLAREN,AMD,Petrol,Sports Utility Vehicle,
2023-04,MCLAREN,AMD,Petrol-Electric (Plug-In),Sports Utility Vehicle,
2023-04,MCLAREN,PI,Petrol,Sports Utility Vehicle,
2023-04,MERCEDES BENZ,AMD,Petrol,Sports Utility Vehicle,142
2023-04,MERCEDES BENZ,AMD,Diesel,Sports Utility Vehicle,
2023-04,MERCEDES BENZ,AMD,Petrol-Electric,Sports Utility Vehicle,6
2023-04,MERCEDES BENZ,AMD,Petrol-Electric (Plug-In),Sports Utility Vehicle,2
2023-04,MERCEDES BENZ,AMD,Electric,Sports Utility Vehicle,25
2023-04,MERCEDES BENZ,PI,Petrol,Sports Utility Vehicle,14
2023-04,MERCEDES BENZ,PI,Diesel,Sports Utility Vehicle,
2023-04,MERCEDES BENZ,PI,Petrol-Electric,Sports Utility Vehicle,7
2023-04,MERCEDES BENZ,PI,Electric,Sports Utility Vehicle,1
2023-04,MINI,AMD,Petrol,Sports Utility Vehicle,
2023-04,MINI,AMD,Electric,Sports Utility Vehicle,
2023-04,MITSUBISHI,AMD,Petrol,Sports Utility Vehicle,4
2023-04,MORGAN,AMD,Petrol,Sports Utility Vehicle,
2023-04,NISSAN,AMD,Petrol,Sports Utility Vehicle,
2023-04,NISSAN,AMD,Petrol-Electric,Sports Utility Vehicle,46
2023-04,NISSAN,AMD,Electric,Sports Utility Vehicle,
2023-04,OPEL,AMD,Petrol,Sports Utility Vehicle,2
2023-04,OPEL,AMD,Diesel,Sports Utility Vehicle,
2023-04,OPEL,AMD,Electric,Sports Utility Vehicle,2
2023-04,PANTHER,PI,Petrol,Sports Utility Vehicle,
2023-04,PEUGEOT,AMD,Petrol,Sports Utility Vehicle,10
2023-04,PEUGEOT,AMD,Electric,Sports Utility Vehicle,3
2023-04,POLESTAR,AMD,Electric,Sports Utility Vehicle,
2023-04,PORSCHE,AMD,Petrol,Sports Utility Vehicle,6
2023-04,PORSCHE,AMD,Electric,Sports Utility Vehicle,
2023-04,PORSCHE,PI,Petrol,Sports Utility Vehicle,3
2023-04,PORSCHE,PI,Petrol-Electric (Plug-In),Sports Utility Vehicle,1
2023-04,PORSCHE,PI,Electric,Sports Utility Vehicle,
2023-04,RENAULT,AMD,Diesel,Sports Utility Vehicle,
2023-04,ROLLS ROYCE,AMD,Petrol,Sports Utility Vehicle,2
2023-04,ROLLS ROYCE,PI,Petrol,Sports Utility Vehicle,5
2023-04,SEAT,AMD,Petrol,Sports Utility Vehicle,1
2023-04,SEAT,AMD,Petrol-Electric,Sports Utility Vehicle,
2023-04,SKODA,AMD,Petrol,Sports Utility Vehicle,8
2023-04,SKODA,AMD,Petrol-Electric,Sports Utility Vehicle,
2023-04,SKODA,PI,Electric,Sports Utility Vehicle,
2023-04,SSANGYONG,AMD,Diesel,Sports Utility Vehicle,14
2023-04,STANDARD,PI,Petrol,Sports Utility Vehicle,
2023-04,SUBARU,AMD,Petrol,Sports Utility Vehicle,3
2023-04,SUBARU,AMD,Petrol-Electric,Sports Utility Vehicle,5
2023-04,SUBARU,PI,Petrol,Sports Utility Vehicle,
2023-04,SUZUKI,AMD,Petrol,Sports Utility Vehicle,
2023-04,SUZUKI,AMD,Petrol-Electric,Sports Utility Vehicle,
2023-04,SUZUKI,PI,Petrol,Sports Utility Vehicle,
2023-04,SUZUKI,PI,Petrol-Electric,Sports Utility Vehicle,1
2023-04,TESLA,AMD,Electric,Sports Utility Vehicle,16
2023-04,TESLA,PI,Electric,Sports Utility Vehicle,
2023-04,TOYOTA,AMD,Petrol,Sports Utility Vehicle,
2023-04,TOYOTA,AMD,Petrol-Electric,Sports Utility Vehicle,91
2023-04,TOYOTA,AMD,Petrol-Electric (Plug-In),Sports Utility Vehicle,1
2023-04,TOYOTA,AMD,Electric,Sports Utility Vehicle,5
2023-04,TOYOTA,PI,Petrol,Sports Utility Vehicle,58
2023-04,TOYOTA,PI,Diesel,Sports Utility Vehicle,
2023-04,TOYOTA,PI,Petrol-Electric,Sports Utility Vehicle,27
2023-04,VOLKSWAGEN,AMD,Petrol,Sports Utility Vehicle,12
2023-04,VOLKSWAGEN,AMD,Petrol-Electric,Sports Utility Vehicle,
2023-04,VOLKSWAGEN,PI,Petrol,Sports Utility Vehicle,
2023-04,VOLKSWAGEN,PI,Electric,Sports Utility Vehicle,
2023-04,VOLVO,AMD,Petrol-Electric,Sports Utility Vehicle,15
2023-04,VOLVO,AMD,Petrol-Electric (Plug-In),Sports Utility Vehicle,3
2023-04,VOLVO,AMD,Electric,Sports Utility Vehicle,19
2023-04,ALFA ROMEO,AMD,Petrol,Coupe/ Convertible,
2023-04,ALFA ROMEO,PI,Petrol,Coupe/ Convertible,1
2023-04,ALPINE,AMD,Petrol,Coupe/ Convertible,1
2023-04,ASTON MARTIN,AMD,Petrol,Coupe/ Convertible,3
2023-04,AUDI,AMD,Petrol,Coupe/ Convertible,
2023-04,AUDI,AMD,Petrol-Electric,Coupe/ Convertible,1
2023-04,AUDI,AMD,Electric,Coupe/ Convertible,
2023-04,AUDI,PI,Petrol,Coupe/ Convertible,
2023-04,AUDI,PI,Petrol-Electric,Coupe/ Convertible,
2023-04,AUDI,PI,Petrol-Electric (Plug-In),Coupe/ Convertible,
2023-04,AUDI,PI,Electric,Coupe/ Convertible,
2023-04,AUSTIN,PI,Petrol,Coupe/ Convertible,
2023-04,B.M.W.,AMD,Petrol,Coupe/ Convertible,12
2023-04,B.M.W.,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,B.M.W.,AMD,Petrol-Electric (Plug-In),Coupe/ Convertible,
2023-04,B.M.W.,AMD,Electric,Coupe/ Convertible,8
2023-04,B.M.W.,PI,Petrol,Coupe/ Convertible,
2023-04,B.M.W.,PI,Petrol-Electric,Coupe/ Convertible,
2023-04,B.M.W.,PI,Petrol-Electric (Plug-In),Coupe/ Convertible,
2023-04,B.M.W.,PI,Electric,Coupe/ Convertible,1
2023-04,BENTLEY,AMD,Petrol,Coupe/ Convertible,7
2023-04,BENTLEY,AMD,Petrol-Electric (Plug-In),Coupe/ Convertible,
2023-04,BENTLEY,PI,Petrol,Coupe/ Convertible,4
2023-04,BYD,AMD,Electric,Coupe/ Convertible,
2023-04,CHEVROLET,PI,Petrol,Coupe/ Convertible,2
2023-04,CITROEN,AMD,Petrol,Coupe/ Convertible,
2023-04,CITROEN,AMD,Electric,Coupe/ Convertible,
2023-04,DATSUN,PI,Petrol,Coupe/ Convertible,
2023-04,FERRARI,AMD,Petrol,Coupe/ Convertible,6
2023-04,FERRARI,AMD,Petrol-Electric (Plug-In),Coupe/ Convertible,7
2023-04,FERRARI,PI,Petrol,Coupe/ Convertible,5
2023-04,FERRARI,PI,Petrol-Electric (Plug-In),Coupe/ Convertible,1
2023-04,FIAT,PI,Petrol,Coupe/ Convertible,
2023-04,FIAT,PI,Electric,Coupe/ Convertible,
2023-04,HONDA,AMD,Petrol,Coupe/ Convertible,
2023-04,HONDA,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,HONDA,PI,Petrol,Coupe/ Convertible,
2023-04,HONDA,PI,Petrol-Electric,Coupe/ Convertible,
2023-04,HONDA,PI,Electric,Coupe/ Convertible,
2023-04,HYUNDAI,AMD,Petrol,Coupe/ Convertible,
2023-04,HYUNDAI,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,HYUNDAI,AMD,Electric,Coupe/ Convertible,
2023-04,ITALDESIGN-GIUGIARO SPA,PI,Petrol,Coupe/ Convertible,1
2023-04,JAGUAR,AMD,Petrol,Coupe/ Convertible,
2023-04,JAGUAR,AMD,Electric,Coupe/ Convertible,
2023-04,JAGUAR,PI,Petrol,Coupe/ Convertible,
2023-04,JEEP,AMD,Petrol,Coupe/ Convertible,
2023-04,KIA,AMD,Petrol,Coupe/ Convertible,
2023-04,KIA,AMD,Diesel,Coupe/ Convertible,
2023-04,KIA,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,KIA,AMD,Electric,Coupe/ Convertible,
2023-04,LAMBORGHINI,AMD,Petrol,Coupe/ Convertible,
2023-04,LAMBORGHINI,PI,Petrol,Coupe/ Convertible,
2023-04,LAND ROVER,AMD,Petrol,Coupe/ Convertible,
2023-04,LAND ROVER,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,LAND ROVER,AMD,Petrol-Electric (Plug-In),Coupe/ Convertible,
2023-04,LAND ROVER,PI,Petrol,Coupe/ Convertible,
2023-04,LAND ROVER,PI,Diesel,Coupe/ Convertible,
2023-04,LAND ROVER,PI,Petrol-Electric,Coupe/ Convertible,
2023-04,LAND ROVER,PI,Petrol-Electric (Plug-In),Coupe/ Convertible,
2023-04,LOTUS,AMD,Petrol,Coupe/ Convertible,1
2023-04,M.G.,AMD,Petrol,Coupe/ Convertible,
2023-04,M.G.,AMD,Electric,Coupe/ Convertible,
2023-04,M.G.,PI,Petrol,Coupe/ Convertible,
2023-04,MASERATI,AMD,Petrol,Coupe/ Convertible,
2023-04,MASERATI,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,MASERATI,PI,Petrol,Coupe/ Convertible,
2023-04,MAXUS,AMD,Electric,Coupe/ Convertible,
2023-04,MAZDA,AMD,Petrol,Coupe/ Convertible,
2023-04,MAZDA,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,MAZDA,AMD,Electric,Coupe/ Convertible,
2023-04,MAZDA,PI,Petrol,Coupe/ Convertible,
2023-04,MCLAREN,AMD,Petrol,Coupe/ Convertible,1
2023-04,MCLAREN,AMD,Petrol-Electric (Plug-In),Coupe/ Convertible,1
2023-04,MCLAREN,PI,Petrol,Coupe/ Convertible,
2023-04,MERCEDES BENZ,AMD,Petrol,Coupe/ Convertible,40
2023-04,MERCEDES BENZ,AMD,Diesel,Coupe/ Convertible,
2023-04,MERCEDES BENZ,AMD,Petrol-Electric,Coupe/ Convertible,7
2023-04,MERCEDES BENZ,AMD,Petrol-Electric (Plug-In),Coupe/ Convertible,
2023-04,MERCEDES BENZ,AMD,Electric,Coupe/ Convertible,
2023-04,MERCEDES BENZ,PI,Petrol,Coupe/ Convertible,
2023-04,MERCEDES BENZ,PI,Diesel,Coupe/ Convertible,
2023-04,MERCEDES BENZ,PI,Petrol-Electric,Coupe/ Convertible,2
2023-04,MERCEDES BENZ,PI,Electric,Coupe/ Convertible,
2023-04,MINI,AMD,Petrol,Coupe/ Convertible,1
2023-04,MINI,AMD,Electric,Coupe/ Convertible,
2023-04,MITSUBISHI,AMD,Petrol,Coupe/ Convertible,
2023-04,MORGAN,AMD,Petrol,Coupe/ Convertible,
2023-04,NISSAN,AMD,Petrol,Coupe/ Convertible,
2023-04,NISSAN,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,NISSAN,AMD,Electric,Coupe/ Convertible,
2023-04,OPEL,AMD,Petrol,Coupe/ Convertible,
2023-04,OPEL,AMD,Diesel,Coupe/ Convertible,
2023-04,OPEL,AMD,Electric,Coupe/ Convertible,
2023-04,PANTHER,PI,Petrol,Coupe/ Convertible,
2023-04,PEUGEOT,AMD,Petrol,Coupe/ Convertible,
2023-04,PEUGEOT,AMD,Electric,Coupe/ Convertible,
2023-04,POLESTAR,AMD,Electric,Coupe/ Convertible,
2023-04,PORSCHE,AMD,Petrol,Coupe/ Convertible,22
2023-04,PORSCHE,AMD,Electric,Coupe/ Convertible,
2023-04,PORSCHE,PI,Petrol,Coupe/ Convertible,8
2023-04,PORSCHE,PI,Petrol-Electric (Plug-In),Coupe/ Convertible,
2023-04,PORSCHE,PI,Electric,Coupe/ Convertible,
2023-04,RENAULT,AMD,Diesel,Coupe/ Convertible,
2023-04,ROLLS ROYCE,AMD,Petrol,Coupe/ Convertible,
2023-04,ROLLS ROYCE,PI,Petrol,Coupe/ Convertible,2
2023-04,SEAT,AMD,Petrol,Coupe/ Convertible,
2023-04,SEAT,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,SKODA,AMD,Petrol,Coupe/ Convertible,
2023-04,SKODA,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,SKODA,PI,Electric,Coupe/ Convertible,
2023-04,SSANGYONG,AMD,Diesel,Coupe/ Convertible,
2023-04,STANDARD,PI,Petrol,Coupe/ Convertible,
2023-04,SUBARU,AMD,Petrol,Coupe/ Convertible,
2023-04,SUBARU,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,SUBARU,PI,Petrol,Coupe/ Convertible,
2023-04,SUZUKI,AMD,Petrol,Coupe/ Convertible,
2023-04,SUZUKI,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,SUZUKI,PI,Petrol,Coupe/ Convertible,
2023-04,SUZUKI,PI,Petrol-Electric,Coupe/ Convertible,
2023-04,TESLA,AMD,Electric,Coupe/ Convertible,
2023-04,TESLA,PI,Electric,Coupe/ Convertible,
2023-04,TOYOTA,AMD,Petrol,Coupe/ Convertible,
2023-04,TOYOTA,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,TOYOTA,AMD,Petrol-Electric (Plug-In),Coupe/ Convertible,
2023-04,TOYOTA,AMD,Electric,Coupe/ Convertible,
2023-04,TOYOTA,PI,Petrol,Coupe/ Convertible,
2023-04,TOYOTA,PI,Diesel,Coupe/ Convertible,
2023-04,TOYOTA,PI,Petrol-Electric,Coupe/ Convertible,
2023-04,VOLKSWAGEN,AMD,Petrol,Coupe/ Convertible,2
2023-04,VOLKSWAGEN,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,VOLKSWAGEN,PI,Petrol,Coupe/ Convertible,
2023-04,VOLKSWAGEN,PI,Electric,Coupe/ Convertible,
2023-04,VOLVO,AMD,Petrol-Electric,Coupe/ Convertible,
2023-04,VOLVO,AMD,Petrol-Electric (Plug-In),Coupe/ Convertible,
2023-04,VOLVO,AMD,Electric,Coupe/ Convertible,
2023-05,ALFA ROMEO,AMD,Petrol,Hatchback,
2023-05,ALFA ROMEO,PI,Petrol,Hatchback,
2023-05,ALPINE,AMD,Petrol,Hatchback,
2023-05,ASTON MARTIN,AMD,Petrol,Hatchback,
2023-05,AUDI,AMD,Petrol,Hatchback,
2023-05,AUDI,AMD,Petrol-Electric,Hatchback,3
2023-05,AUDI,AMD,Electric,Hatchback,2
2023-05,AUDI,PI,Petrol,Hatchback,
2023-05,AUDI,PI,Petrol-Electric,Hatchback,
2023-05,AUDI,PI,Petrol-Electric (Plug-In),Hatchback,
2023-05,AUDI,PI,Electric,Hatchback,
2023-05,AUSTIN,PI,Petrol,Hatchback,
2023-05,B.M.W.,AMD,Petrol,Hatchback,17
2023-05,B.M.W.,AMD,Petrol-Electric,Hatchback,
2023-05,B.M.W.,AMD,Petrol-Electric (Plug-In),Hatchback,
2023-05,B.M.W.,AMD,Electric,Hatchback,
2023-05,B.M.W.,PI,Petrol,Hatchback,
2023-05,B.M.W.,PI,Petrol-Electric,Hatchback,
2023-05,B.M.W.,PI,Petrol-Electric (Plug-In),Hatchback,
2023-05,B.M.W.,PI,Electric,Hatchback,
2023-05,BENTLEY,AMD,Petrol,Hatchback,
2023-05,BENTLEY,AMD,Petrol-Electric (Plug-In),Hatchback,
2023-05,BENTLEY,PI,Petrol,Hatchback,
2023-05,BENTLEY,PI,Petrol-Electric (Plug-In),Hatchback,
2023-05,BYD,AMD,Electric,Hatchback,3
2023-05,CHEVROLET,PI,Petrol,Hatchback,
2023-05,CITROEN,AMD,Petrol,Hatchback,
2023-05,CITROEN,AMD,Electric,Hatchback,
2023-05,DATSUN,PI,Petrol,Hatchback,
2023-05,FERRARI,AMD,Petrol,Hatchback,
2023-05,FERRARI,AMD,Petrol-Electric (Plug-In),Hatchback,
2023-05,FERRARI,PI,Petrol,Hatchback,
2023-05,FERRARI,PI,Petrol-Electric (Plug-In),Hatchback,
2023-05,FIAT,PI,Petrol,Hatchback,
2023-05,FIAT,PI,Electric,Hatchback,1
2023-05,HONDA,AMD,Petrol,Hatchback,1
2023-05,HONDA,AMD,Petrol-Electric,Hatchback,12
2023-05,HONDA,PI,Petrol,Hatchback,12
2023-05,HONDA,PI,Petrol-Electric,Hatchback,1
2023-05,HONDA,PI,Electric,Hatchback,
2023-05,HYUNDAI,AMD,Petrol,Hatchback,
2023-05,HYUNDAI,AMD,Petrol-Electric,Hatchback,
2023-05,HYUNDAI,AMD,Electric,Hatchback,
2023-05,ITALDESIGN-GIUGIARO SPA,PI,Petrol,Hatchback,
2023-05,JAGUAR,AMD,Petrol,Hatchback,
2023-05,JAGUAR,AMD,Electric,Hatchback,
2023-05,JAGUAR,PI,Petrol,Hatchback,
2023-05,JEEP,AMD,Petrol,Hatchback,
2023-05,KIA,AMD,Petrol,Hatchback,
2023-05,KIA,AMD,Diesel,Hatchback,
2023-05,KIA,AMD,Petrol-Electric,Hatchback,
2023-05,KIA,AMD,Electric,Hatchback,
2023-05,LAMBORGHINI,AMD,Petrol,Hatchback,
2023-05,LAMBORGHINI,PI,Petrol,Hatchback,
2023-05,LAND ROVER,AMD,Petrol,Hatchback,
2023-05,LAND ROVER,AMD,Petrol-Electric,Hatchback,
2023-05,LAND ROVER,AMD,Petrol-Electric (Plug-In),Hatchback,
2023-05,LAND ROVER,PI,Petrol,Hatchback,
2023-05,LAND ROVER,PI,Diesel,Hatchback,
2023-05,LAND ROVER,PI,Petrol-Electric,Hatchback,
2023-05,LAND ROVER,PI,Petrol-Electric (Plug-In),Hatchback,
2023-05,LOTUS,AMD,Petrol,Hatchback,
2023-05,M.G.,AMD,Petrol,Hatchback,
2023-05,M.G.,AMD,Electric,Hatchback,6
2023-05,M.G.,PI,Petrol,Hatchback,
2023-05,MASERATI,AMD,Petrol,Hatchback,
2023-05,MASERATI,AMD,Petrol-Electric,Hatchback,
2023-05,MASERATI,PI,Petrol,Hatchback,
2023-05,MAXUS,AMD,Electric,Hatchback,
2023-05,MAZDA,AMD,Petrol,Hatchback,4
2023-05,MAZDA,AMD,Petrol-Electric,Hatchback,2
2023-05,MAZDA,AMD,Electric,Hatchback,
2023-05,MAZDA,PI,Petrol,Hatchback,
2023-05,MCLAREN,AMD,Petrol,Hatchback,
2023-05,MCLAREN,AMD,Petrol-Electric (Plug-In),Hatchback,
2023-05,MCLAREN,PI,Petrol,Hatchback,
2023-05,MERCEDES BENZ,AMD,Petrol,Hatchback,6
2023-05,MERCEDES BENZ,AMD,Diesel,Hatchback,
2023-05,MERCEDES BENZ,AMD,Petrol-Electric,Hatchback,
2023-05,MERCEDES BENZ,AMD,Petrol-Electric (Plug-In),Hatchback,
2023-05,MERCEDES BENZ,AMD,Electric,Hatchback,
2023-05,MERCEDES BENZ,PI,Petrol,Hatchback,
2023-05,MERCEDES BENZ,PI,Diesel,Hatchback,
2023-05,MERCEDES BENZ,PI,Petrol-Electric,Hatchback,
2023-05,MERCEDES BENZ,PI,Petrol-Electric (Plug-In),Hatchback,
2023-05,MERCEDES BENZ,PI,Electric,Hatchback,
2023-05,MINI,AMD,Petrol,Hatchback,5
2023-05,MINI,AMD,Electric,Hatchback,
2023-05,MITSUBISHI,AMD,Petrol,Hatchback,
2023-05,MORGAN,AMD,Petrol,Hatchback,
2023-05,MORRIS,PI,Petrol,Hatchback,1
2023-05,NISSAN,AMD,Petrol,Hatchback,
2023-05,NISSAN,AMD,Petrol-Electric,Hatchback,5
2023-05,NISSAN,AMD,Electric,Hatchback,1
2023-05,OPEL,AMD,Petrol,Hatchback,
2023-05,OPEL,AMD,Diesel,Hatchback,
2023-05,OPEL,AMD,Electric,Hatchback,
2023-05,PANTHER,PI,Petrol,Hatchback,
2023-05,PEUGEOT,AMD,Petrol,Hatchback,
2023-05,PEUGEOT,AMD,Electric,Hatchback,
2023-05,POLESTAR,AMD,Electric,Hatchback,
2023-05,PORSCHE,AMD,Petrol,Hatchback,
2023-05,PORSCHE,AMD,Petrol-Electric (Plug-In),Hatchback,1
2023-05,PORSCHE,AMD,Electric,Hatchback,
2023-05,PORSCHE,PI,Petrol,Hatchback,
2023-05,PORSCHE,PI,Petrol-Electric (Plug-In),Hatchback,
2023-05,PORSCHE,PI,Electric,Hatchback,
2023-05,RENAULT,AMD,Diesel,Hatchback,
2023-05,ROLLS ROYCE,AMD,Petrol,Hatchback,
2023-05,ROLLS ROYCE,PI,Petrol,Hatchback,
2023-05,SEAT,AMD,Petrol,Hatchback,1
2023-05,SEAT,AMD,Petrol-Electric,Hatchback,2
2023-05,SKODA,AMD,Petrol,Hatchback,5
2023-05,SKODA,AMD,Petrol-Electric,Hatchback,
2023-05,SKODA,PI,Electric,Hatchback,
2023-05,SMART,PI,Electric,Hatchback,
2023-05,SSANGYONG,AMD,Diesel,Hatchback,
2023-05,STANDARD,PI,Petrol,Hatchback,
2023-05,SUBARU,AMD,Petrol,Hatchback,
2023-05,SUBARU,AMD,Petrol-Electric,Hatchback,
2023-05,SUBARU,PI,Petrol,Hatchback,
2023-05,SUZUKI,AMD,Petrol,Hatchback,3
2023-05,SUZUKI,AMD,Petrol-Electric,Hatchback,9
2023-05,SUZUKI,PI,Petrol,Hatchback,
2023-05,SUZUKI,PI,Petrol-Electric,Hatchback,1
2023-05,TESLA,AMD,Electric,Hatchback,
2023-05,TESLA,PI,Electric,Hatchback,
2023-05,TOYOTA,AMD,Petrol,Hatchback,1
2023-05,TOYOTA,AMD,Petrol-Electric,Hatchback,11
2023-05,TOYOTA,AMD,Petrol-Electric (Plug-In),Hatchback,
2023-05,TOYOTA,AMD,Electric,Hatchback,
2023-05,TOYOTA,PI,Petrol,Hatchback,
2023-05,TOYOTA,PI,Diesel,Hatchback,
2023-05,TOYOTA,PI,Petrol-Electric,Hatchback,5
2023-05,VOLKSWAGEN,AMD,Petrol,Hatchback,
2023-05,VOLKSWAGEN,AMD,Petrol-Electric,Hatchback,19
2023-05,VOLKSWAGEN,PI,Petrol,Hatchback,1
2023-05,VOLKSWAGEN,PI,Electric,Hatchback,
2023-05,VOLVO,AMD,Petrol-Electric,Hatchback,
2023-05,VOLVO,AMD,Petrol-Electric (Plug-In),Hatchback,
2023-05,VOLVO,AMD,Electric,Hatchback,
2023-05,ALFA ROMEO,AMD,Petrol,Sedan,
2023-05,ALFA ROMEO,PI,Petrol,Sedan,
2023-05,ALPINE,AMD,Petrol,Sedan,
2023-05,ASTON MARTIN,AMD,Petrol,Sedan,
2023-05,AUDI,AMD,Petrol,Sedan,
2023-05,AUDI,AMD,Petrol-Electric,Sedan,6
2023-05,AUDI,AMD,Electric,Sedan,
2023-05,AUDI,PI,Petrol,Sedan,
2023-05,AUDI,PI,Petrol-Electric,Sedan,
2023-05,AUDI,PI,Petrol-Electric (Plug-In),Sedan,5
2023-05,AUDI,PI,Electric,Sedan,
2023-05,AUSTIN,PI,Petrol,Sedan,
2023-05,B.M.W.,AMD,Petrol,Sedan,52
2023-05,B.M.W.,AMD,Petrol-Electric,Sedan,34
2023-05,B.M.W.,AMD,Petrol-Electric (Plug-In),Sedan,
2023-05,B.M.W.,AMD,Electric,Sedan,6
2023-05,B.M.W.,PI,Petrol,Sedan,2
2023-05,B.M.W.,PI,Petrol-Electric,Sedan,1
2023-05,B.M.W.,PI,Petrol-Electric (Plug-In),Sedan,
2023-05,B.M.W.,PI,Electric,Sedan,
2023-05,BENTLEY,AMD,Petrol,Sedan,1
2023-05,BENTLEY,AMD,Petrol-Electric (Plug-In),Sedan,
2023-05,BENTLEY,PI,Petrol,Sedan,
2023-05,BENTLEY,PI,Petrol-Electric (Plug-In),Sedan,
2023-05,BYD,AMD,Electric,Sedan,
2023-05,CHEVROLET,PI,Petrol,Sedan,1
2023-05,CITROEN,AMD,Petrol,Sedan,
2023-05,CITROEN,AMD,Electric,Sedan,
2023-05,DATSUN,PI,Petrol,Sedan,
2023-05,FERRARI,AMD,Petrol,Sedan,
2023-05,FERRARI,AMD,Petrol-Electric (Plug-In),Sedan,
2023-05,FERRARI,PI,Petrol,Sedan,
2023-05,FERRARI,PI,Petrol-Electric (Plug-In),Sedan,
2023-05,FIAT,PI,Petrol,Sedan,
2023-05,FIAT,PI,Electric,Sedan,
2023-05,HONDA,AMD,Petrol,Sedan,5
2023-05,HONDA,AMD,Petrol-Electric,Sedan,
2023-05,HONDA,PI,Petrol,Sedan,
2023-05,HONDA,PI,Petrol-Electric,Sedan,
2023-05,HONDA,PI,Electric,Sedan,
2023-05,HYUNDAI,AMD,Petrol,Sedan,2
2023-05,HYUNDAI,AMD,Petrol-Electric,Sedan,
2023-05,HYUNDAI,AMD,Electric,Sedan,
2023-05,ITALDESIGN-GIUGIARO SPA,PI,Petrol,Sedan,
2023-05,JAGUAR,AMD,Petrol,Sedan,
2023-05,JAGUAR,AMD,Electric,Sedan,
2023-05,JAGUAR,PI,Petrol,Sedan,
2023-05,JEEP,AMD,Petrol,Sedan,
2023-05,KIA,AMD,Petrol,Sedan,9
2023-05,KIA,AMD,Diesel,Sedan,
2023-05,KIA,AMD,Petrol-Electric,Sedan,
2023-05,KIA,AMD,Electric,Sedan,
2023-05,LAMBORGHINI,AMD,Petrol,Sedan,
2023-05,LAMBORGHINI,PI,Petrol,Sedan,
2023-05,LAND ROVER,AMD,Petrol,Sedan,
2023-05,LAND ROVER,AMD,Petrol-Electric,Sedan,
2023-05,LAND ROVER,AMD,Petrol-Electric (Plug-In),Sedan,
2023-05,LAND ROVER,PI,Petrol,Sedan,
2023-05,LAND ROVER,PI,Diesel,Sedan,
2023-05,LAND ROVER,PI,Petrol-Electric,Sedan,
2023-05,LAND ROVER,PI,Petrol-Electric (Plug-In),Sedan,
2023-05,LOTUS,AMD,Petrol,Sedan,
2023-05,M.G.,AMD,Petrol,Sedan,
2023-05,M.G.,AMD,Electric,Sedan,
2023-05,M.G.,PI,Petrol,Sedan,
2023-05,MASERATI,AMD,Petrol,Sedan,2
2023-05,MASERATI,AMD,Petrol-Electric,Sedan,
2023-05,MASERATI,PI,Petrol,Sedan,
2023-05,MAXUS,AMD,Electric,Sedan,
2023-05,MAZDA,AMD,Petrol,Sedan,6
2023-05,MAZDA,AMD,Petrol-Electric,Sedan,54
2023-05,MAZDA,AMD,Electric,Sedan,
2023-05,MAZDA,PI,Petrol,Sedan,
2023-05,MCLAREN,AMD,Petrol,Sedan,
2023-05,MCLAREN,AMD,Petrol-Electric (Plug-In),Sedan,
2023-05,MCLAREN,PI,Petrol,Sedan,
2023-05,MERCEDES BENZ,AMD,Petrol,Sedan,10
2023-05,MERCEDES BENZ,AMD,Diesel,Sedan,
2023-05,MERCEDES BENZ,AMD,Petrol-Electric,Sedan,66
2023-05,MERCEDES BENZ,AMD,Petrol-Electric (Plug-In),Sedan,14
2023-05,MERCEDES BENZ,AMD,Electric,Sedan,19
2023-05,MERCEDES BENZ,PI,Petrol,Sedan,6
2023-05,MERCEDES BENZ,PI,Diesel,Sedan,
2023-05,MERCEDES BENZ,PI,Petrol-Electric,Sedan,9
2023-05,MERCEDES BENZ,PI,Petrol-Electric (Plug-In),Sedan,1
2023-05,MERCEDES BENZ,PI,Electric,Sedan,2
2023-05,MINI,AMD,Petrol,Sedan,
2023-05,MINI,AMD,Electric,Sedan,
2023-05,MITSUBISHI,AMD,Petrol,Sedan,
2023-05,MORGAN,AMD,Petrol,Sedan,
2023-05,MORRIS,PI,Petrol,Sedan,
2023-05,NISSAN,AMD,Petrol,Sedan,
2023-05,NISSAN,AMD,Petrol-Electric,Sedan,
2023-05,NISSAN,AMD,Electric,Sedan,
2023-05,OPEL,AMD,Petrol,Sedan,
2023-05,OPEL,AMD,Diesel,Sedan,
